weight,attndperrls,attndonrls,educrec,inc_sdt1,hisp,racecmb,gender,birthdecade
2894.805078852847,4,4,4,6,2,4,2,6
1835.1696087440698,6,6,2,99,1,9,1,2
7701.711149999233,5,6,3,8,2,1,2,6
8261.21777964572,6,6,2,1,2,1,2,5
1924.9760993092036,2,2,3,99,2,1,1,3
35680.106154553614,6,6,2,5,2,1,3,6
4764.92495644487,1,1,2,2,1,5,1,2
15057.276788025689,6,6,2,7,2,1,2,5
3048.8674767262028,4,6,3,8,2,1,1,5
3687.6686925782283,4,4,4,8,2,3,2,5
21102.58732719842,2,2,1,4,2,2,1,1
2127.468641453972,5,6,3,1,2,1,1,2
25613.389510238972,6,6,1,1,2,1,2,6
1944.3830284152589,5,6,4,7,2,1,1,3
3055.2107166513792,5,6,4,6,2,3,2,1
4881.667186807383,5,5,4,7,2,1,2,5
4163.690222999596,4,6,4,5,1,1,2,6
5872.353903450255,6,6,4,8,2,4,1,5
4505.172679852925,4,6,3,5,2,1,2,1
5993.145264644664,2,1,2,2,2,2,2,3
1263.3139187599559,5,6,1,6,2,1,1,3
494.9019332766637,2,3,4,5,2,3,2,6
9780.012375516482,4,4,1,8,2,1,2,5
10102.022455827519,2,2,1,2,2,2,2,2
6278.809851449365,2,5,4,8,2,1,1,5
5527.923242947001,6,6,3,5,2,1,2,5
1254.6525977386457,6,6,2,6,2,1,1,2
782.5302715598698,4,6,3,5,2,3,2,1
37080.455866001445,6,6,2,4,2,2,2,7
1678.2678789863498,6,6,3,8,2,1,1,5
2691.2540553817603,2,1,2,99,2,2,2,3
14396.140903254305,1,1,1,1,99,1,2,1
3840.9753619553453,3,5,1,3,2,1,2,1
7305.580842306107,1,3,4,8,1,2,2,5
4520.487854205088,6,6,2,5,2,1,1,2
11499.119873300031,4,6,1,4,2,1,1,2
13387.96697259476,2,2,2,7,2,1,1,2
9652.617863048888,5,5,1,2,2,2,2,2
5671.811418433099,6,6,4,8,2,1,2,3
1218.0874793121682,6,6,4,7,2,1,2,6
960.8825346795668,5,6,4,4,2,1,2,2
13671.797943137188,2,4,3,8,2,1,1,5
2381.463916612059,5,6,4,5,2,1,1,4
10693.805095757702,6,6,3,6,2,1,2,6
13471.17956179226,6,6,2,3,1,1,1,5
3596.522788749373,6,6,3,3,2,1,1,4
5967.6613942873,5,2,2,2,2,1,1,2
13926.62140959029,6,6,2,4,2,1,2,5
4138.704506449022,4,6,4,5,2,3,1,5
3928.9281640769423,5,5,3,8,2,1,2,5
4441.278154010499,4,5,2,99,2,1,1,5
33509.34532452181,2,5,1,5,2,3,1,4
6555.58016706296,5,5,2,3,2,1,1,3
6812.324653905644,6,6,3,1,2,3,2,6
13300.572412492189,2,2,1,2,1,9,1,2
3214.8303742373987,5,1,3,1,2,9,2,99
3579.842084704695,2,6,2,99,2,5,2,1
8352.480392349364,2,4,4,6,2,1,2,2
2797.073694537832,2,6,3,8,2,1,2,1
4785.331610803042,4,4,2,99,2,1,2,4
2010.824329796679,4,6,3,8,2,1,1,1
19797.863345886264,2,6,1,3,1,4,1,3
4059.360648435653,4,4,1,2,2,1,2,1
2457.9162632224093,3,4,3,3,2,1,2,5
2723.014813945733,5,5,4,2,2,1,1,3
3741.6612186862435,1,5,4,8,2,1,2,2
2881.0831289520725,5,6,4,4,2,1,2,5
17405.831719593527,5,6,3,7,2,3,2,5
3738.1607750606263,5,6,4,8,2,3,2,6
2923.138807759226,1,3,2,8,2,1,1,2
9408.8479718242,5,6,3,8,2,1,1,4
5529.806002136637,1,1,2,4,2,5,2,6
12014.165582409301,2,1,1,1,2,1,1,1
2750.225481704738,6,6,3,5,2,1,1,3
6840.909477612457,4,2,2,3,1,1,2,4
1055.717935155039,2,5,4,4,2,1,1,1
8438.425410112824,4,2,2,1,1,5,1,4
10263.08451495664,5,6,2,2,1,5,1,6
6029.713972589035,5,5,2,3,2,1,2,6
14267.664088146832,2,3,3,3,2,2,1,7
5407.601163736557,6,6,4,8,2,1,1,5
5664.338558453794,4,6,3,8,2,1,1,6
18384.59812759323,1,1,4,7,2,3,1,5
4914.701893347313,6,6,3,5,2,1,1,5
9180.842228730437,6,6,3,1,1,2,2,6
4806.180474823723,4,6,3,5,2,1,2,5
7462.346023893274,3,1,4,3,2,4,2,3
9554.373078549406,2,6,3,5,2,3,1,4
18251.37601358251,6,6,2,1,1,1,2,6
33393.96409692017,2,2,2,1,1,5,1,7
14774.971853552055,6,6,1,1,2,1,1,5
6498.095087474796,2,3,2,6,2,1,2,1
2858.7397392193284,5,5,2,3,2,2,2,4
3490.594802649894,99,3,2,1,2,2,1,1
5692.667874338259,6,6,3,8,2,9,1,4
3537.640308948976,2,6,4,1,2,1,2,6
6035.538846862511,5,4,1,1,2,1,3,3
4091.764959264996,3,2,3,8,2,1,2,5
1852.1151087955443,6,6,2,6,2,1,2,3
4730.432211977158,2,5,4,8,2,1,1,3
4072.2630754995475,2,6,3,4,2,1,2,1
3446.3549290727055,2,6,4,5,2,1,1,1
6698.927432825734,5,5,4,8,2,1,2,4
4869.697454174994,1,1,3,6,2,3,1,3
9874.504335634078,1,1,1,4,2,4,2,5
16154.766123879805,5,5,2,6,1,1,1,6
66363.57446242402,4,4,1,1,1,1,1,6
20854.20893725484,5,5,2,99,2,2,1,4
3730.9158475132404,2,3,4,6,2,1,2,1
2067.0300294481244,4,6,2,6,2,1,2,3
5723.826081878633,5,5,1,3,2,1,1,1
7146.5223590619225,6,6,4,7,1,1,2,2
2257.0029040144486,5,5,3,5,2,1,1,2
5393.060284432306,2,3,2,4,2,1,2,1
2305.3527077336594,5,4,4,4,2,1,2,2
4957.591713991881,5,5,1,1,2,1,1,1
817.0585358017854,4,3,3,7,2,1,2,2
2134.8992834883634,5,6,2,2,2,1,1,1
24082.076351849122,3,1,1,1,2,1,2,5
2388.1689835435195,6,6,4,8,2,1,1,3
3612.832758592522,3,5,2,6,2,1,2,2
5454.681645350253,4,5,4,8,1,1,1,2
33873.54592372561,4,5,1,3,2,3,2,5
12931.199069955348,6,6,2,2,1,1,1,5
11477.498803591496,6,6,3,6,2,3,2,6
3669.3968390945247,5,5,3,4,2,4,2,5
35711.31388923659,6,6,1,99,2,1,1,4
9313.31130844136,6,6,3,7,2,1,2,5
5521.049268841547,6,6,2,1,2,1,1,2
2208.90489869718,5,6,3,4,2,1,2,5
24734.423401053395,5,6,1,2,1,1,1,7
1847.8910520303637,5,6,4,8,2,1,1,2
4648.372636291967,2,4,2,4,2,1,1,1
9714.790554613332,4,4,1,8,2,1,2,4
3436.8753800065238,2,5,3,7,2,4,1,3
8332.285272116655,6,6,3,7,2,1,2,6
7270.039414073045,6,6,3,1,2,1,3,6
8115.343044390541,4,6,1,1,2,1,1,1
5033.5790875428975,4,6,2,3,2,1,1,2
21551.60174566819,6,6,2,6,2,1,2,7
4937.092556283285,1,4,2,3,2,2,2,1
1399.8374187725472,2,4,3,3,2,1,1,1
1924.2851939149114,5,6,2,99,2,1,1,1
7232.571135913212,5,6,1,5,2,1,1,2
2506.59194102923,5,5,2,6,1,1,1,1
1368.81525990672,6,6,3,4,2,1,1,2
1831.1599411455632,1,4,3,1,2,1,2,2
853.1087200517403,4,5,3,7,2,1,1,6
10074.232709690226,1,4,3,2,2,1,2,2
2217.0744094210368,5,6,3,4,2,3,2,6
1719.6194260305065,4,6,3,8,2,1,2,3
4772.610239415753,2,4,3,5,2,1,99,3
2724.3692843864474,5,6,1,99,2,4,2,5
2019.4763333550748,6,6,4,5,2,1,2,5
4371.730356659406,5,6,3,5,2,1,1,5
20351.649490247924,2,6,2,3,2,4,1,7
18060.290133223538,6,6,4,5,2,1,2,5
226.61088836610952,5,6,2,6,2,1,1,1
7115.789109401851,6,6,3,5,2,3,2,3
4338.438825083086,5,4,3,5,2,2,2,4
9643.807255055011,2,2,1,1,2,2,1,2
3936.653064217787,6,6,2,4,2,1,1,6
2239.043730425152,1,2,3,2,2,1,1,1
660.7869306990772,2,1,4,2,2,1,2,1
4271.850663099895,3,3,4,6,2,1,2,3
4806.180474823723,5,6,3,8,2,1,2,5
25738.566048094537,4,6,2,4,2,1,2,7
4877.099623659952,5,6,3,5,2,1,2,6
4967.077512484533,5,3,2,7,2,2,2,3
8907.96589994561,6,6,3,4,2,2,1,6
1666.923807241696,6,6,2,99,2,3,2,1
11635.931102517863,5,6,3,7,2,1,1,5
5486.881269880763,6,6,2,4,2,1,1,1
18672.409278082483,6,6,1,6,2,1,2,6
3205.1446347630767,2,5,2,99,2,1,1,2
3710.7750810084153,2,1,2,5,2,4,2,1
22245.680314997506,1,4,1,6,2,4,1,7
1774.5003453607656,5,5,4,8,2,1,1,2
12533.147559869478,1,1,1,1,2,5,2,2
9004.126666484974,2,3,2,8,2,1,2,3
11506.21310908183,1,3,2,4,1,9,1,5
1526.9178071532208,99,99,3,1,2,1,2,2
5744.92353739172,2,5,4,8,2,1,1,5
16734.39535894163,6,6,1,1,2,1,2,6
16035.197162187511,5,5,3,6,2,1,1,6
4655.13160105602,6,4,2,6,2,1,1,3
4924.352342473018,6,6,4,7,2,1,1,2
7996.498664306615,5,5,1,99,2,2,2,2
878.5187851895136,6,6,4,7,2,1,2,1
5916.519865237945,6,6,2,4,2,1,1,3
3461.0710293949182,5,1,1,1,2,1,1,2
19003.193734068893,5,6,4,8,2,3,1,6
7201.623619371596,5,5,2,1,2,2,1,3
1671.3741191338652,2,1,2,1,2,4,2,2
12567.242895870217,5,6,1,1,2,1,2,7
6386.79621775544,6,6,3,8,2,2,2,5
1958.643422598457,3,5,4,4,2,1,2,5
6730.50701889483,3,3,2,1,2,1,2,5
3713.6610360968602,6,6,4,4,2,1,2,3
3177.3761119039514,4,5,1,4,2,1,1,2
4260.181131607148,4,3,3,6,2,1,2,3
2862.4518348605047,6,6,2,5,2,1,2,1
3226.1185946343453,4,5,3,8,2,3,1,5
8667.82467755494,99,6,1,4,2,1,1,3
3828.8669644818337,1,5,2,2,2,1,1,2
2456.355117221605,99,2,4,8,2,1,2,1
3425.809059572088,6,3,2,1,2,4,2,6
3101.5272170155586,6,6,2,4,2,1,1,2
768.2633257203453,6,6,4,8,2,1,1,1
47176.97454892086,4,4,1,1,2,1,1,7
2069.2611283624096,6,6,2,5,2,1,2,4
11095.284472687596,3,6,1,1,2,1,1,2
3578.678110983311,2,1,3,8,2,1,2,4
3661.3554761206037,5,5,1,99,2,4,2,2
1454.3169572997112,4,4,4,7,2,1,1,2
12300.860188592093,6,6,2,2,2,1,2,4
1792.742612984826,5,5,2,6,2,1,2,5
4008.123690049723,5,6,2,1,2,4,2,2
4484.865826373857,6,6,2,6,2,1,1,1
2500.4989663436604,2,4,4,6,2,1,2,1
3682.37367556076,6,6,3,8,2,1,1,3
22126.54377890768,1,1,1,1,1,1,2,6
32199.090087073175,4,6,2,7,2,3,1,5
922.266199823607,4,5,2,3,2,1,1,1
3608.459423814957,2,4,3,7,2,1,1,1
8487.551919769496,2,2,2,3,2,1,2,2
23716.237699718975,4,3,1,4,2,2,2,5
1712.5137419323237,5,5,3,5,2,1,1,2
4010.795836306687,5,6,4,8,2,1,2,1
21222.526583123625,6,6,1,2,1,4,1,5
3901.096177228062,2,1,3,4,2,1,2,1
1471.3023712299623,4,6,3,2,2,1,2,3
26341.086008780563,4,4,2,1,2,1,1,7
9436.51679958572,2,1,2,1,2,1,2,4
9052.200935223513,5,5,1,7,2,5,1,3
4578.678457036947,6,6,2,1,2,1,2,6
1865.5275422948562,2,5,4,6,2,1,2,4
988.7771944433945,5,5,2,1,2,1,1,3
3770.4057602006746,5,3,3,5,2,4,1,2
2359.5540037019464,5,4,4,4,2,1,2,1
8648.06919832661,4,6,2,4,2,1,2,7
5786.184538851368,2,5,1,4,2,1,2,3
4809.466436387927,5,6,3,8,2,1,1,6
2950.2008024842257,6,6,3,2,2,1,2,1
3341.7243343396835,2,5,4,8,2,1,2,3
12134.253150698607,1,4,1,3,2,2,2,7
33412.529004453296,4,6,1,1,1,5,2,7
359.5773581039605,1,5,3,2,1,1,1,2
1144.3258380918592,6,6,4,7,2,1,2,2
5654.719325389773,6,6,4,6,2,1,2,6
2098.307510563187,5,6,3,99,2,9,1,5
5313.984322905532,5,6,4,5,2,3,1,2
347.2219083451473,3,2,3,3,2,3,2,5
23462.96170178632,5,4,1,3,2,1,1,2
10890.121637253815,5,6,2,5,2,1,2,5
1968.4597882208259,3,2,4,4,2,1,2,1
2580.076798368715,4,5,4,7,2,1,1,1
25973.439183586604,6,6,1,6,2,1,1,6
1579.672273689235,6,6,4,5,2,1,1,2
1700.9609347743058,5,6,3,4,2,1,2,4
18293.067146793546,1,1,2,1,2,2,2,5
977.5236907291107,2,4,2,1,2,1,1,1
24717.613224498902,4,3,1,1,2,2,2,6
4516.306803140168,2,5,2,1,2,2,1,3
1702.8828351103823,5,6,2,5,2,1,2,2
4135.104387731997,5,6,2,4,2,1,2,5
2126.631535985165,4,3,3,8,2,1,2,1
5394.949873718465,5,6,2,5,2,1,2,3
766.7283594540205,5,5,3,7,2,1,1,3
920.642391553687,6,6,3,3,2,1,1,1
2044.4385487234438,6,6,4,8,2,1,2,5
3717.0481131533866,6,6,3,4,2,1,1,6
12645.215325970972,4,6,3,7,2,1,1,2
2498.950269342534,3,5,2,3,2,1,2,2
6278.809851449365,5,6,4,8,2,1,1,5
1832.7814243132868,4,5,4,99,2,1,2,99
1840.7816132662647,5,6,2,5,2,1,2,1
7650.00695245505,1,1,3,7,2,1,2,6
37979.57582875342,6,6,2,7,2,1,1,7
4599.605127374238,1,2,3,6,2,1,2,2
5379.736827324371,2,2,4,5,2,1,2,6
17120.301998484792,1,4,1,4,2,1,2,1
16381.385793359126,6,6,4,8,2,1,2,5
3461.4706270109536,3,3,3,4,1,1,2,5
11572.494502976622,4,4,2,1,2,2,2,3
3222.63828155222,1,2,2,3,2,1,1,1
8068.839493416532,6,6,2,5,2,1,2,5
574.755067313703,4,6,4,7,2,1,1,2
2727.835528923826,4,6,3,8,1,1,1,1
4920.22751715969,5,6,2,4,1,1,1,5
2500.2336560165777,3,4,3,8,2,1,1,2
10067.350226768993,5,3,4,8,2,4,2,5
19523.0362233167,6,6,1,1,2,4,2,6
1240.2854899024699,5,5,3,6,2,1,1,2
8470.15365016666,2,4,99,99,2,1,99,5
29723.605124844147,5,5,1,1,1,5,2,5
6107.24084971097,4,6,1,2,1,1,2,2
2909.1766089362236,3,3,2,3,2,1,2,6
5165.604985405691,5,6,2,4,2,1,1,2
5661.898155319142,4,6,1,3,2,1,1,2
4191.427857299905,5,6,3,8,2,1,2,2
5516.128823717369,4,6,2,3,2,1,1,1
9223.681688836608,5,6,3,4,2,3,2,3
4055.4367121464406,4,6,4,6,1,1,1,1
5936.139223710367,4,6,2,8,2,9,1,3
6312.460209185973,3,6,3,5,2,3,1,3
5213.781276344699,4,5,3,8,2,1,1,4
5890.718723022237,5,6,3,8,2,4,2,5
2218.245857452624,2,4,4,7,2,1,2,5
3733.6700915408874,2,4,2,5,2,1,2,2
3514.8376851672424,5,6,4,4,2,1,2,1
12699.542423642895,1,4,2,2,2,1,2,7
9598.504778302733,1,5,4,8,2,1,1,2
1042.473113148489,6,6,4,7,1,4,2,1
4340.068975859593,4,5,4,5,2,1,1,3
5083.293256256042,2,4,4,6,2,1,2,3
2209.124802282516,6,6,3,8,2,1,1,3
3611.6874463562795,4,6,3,99,1,1,2,3
2211.6759812038063,5,6,3,99,2,1,2,99
5088.34082536839,6,6,3,7,2,1,2,4
6707.796261482518,5,6,2,2,2,1,2,6
2217.1184291797517,2,2,3,99,99,9,99,99
5254.167707707208,6,6,4,8,2,1,2,3
5683.4361929177285,5,6,3,6,2,1,2,4
10163.834993649754,2,6,1,2,2,1,1,1
2867.429501985447,6,6,3,99,2,1,2,1
3752.127658775828,2,3,2,99,2,2,2,3
3493.2648292161543,6,4,1,1,99,1,2,1
36600.06179296661,1,1,1,99,1,9,2,3
6427.0762941161065,5,6,1,6,2,1,2,2
2160.216564352569,2,1,2,6,2,1,2,3
7972.104893841759,6,6,1,3,2,1,2,6
4059.360648435653,2,1,1,1,2,1,2,1
5841.0111824280775,6,6,3,4,2,1,2,5
7113.880397341611,5,4,2,1,2,1,2,4
5795.576710199492,6,6,3,8,2,1,2,5
8225.28723005931,6,6,2,5,2,1,2,6
2553.3422733485118,4,6,4,8,2,1,1,4
5908.3902858584715,6,6,3,4,2,1,2,6
7702.516012962516,5,6,2,7,2,1,1,3
9532.626739170297,1,1,2,1,2,1,1,4
1680.2573575386482,3,5,3,5,2,1,2,3
10384.84836257256,2,5,2,5,2,1,2,4
7840.836328855072,4,6,3,99,2,1,1,7
20309.184243819964,3,1,3,7,2,2,2,4
1612.015242438722,3,6,3,3,1,1,2,5
2133.0456176527587,5,6,3,1,2,1,1,1
6341.948858633372,5,6,3,5,2,1,2,6
6843.895141793717,5,99,1,2,2,1,2,1
6294.397094335127,6,6,3,3,2,1,1,6
12889.555876198965,6,6,1,1,1,1,2,5
16599.439472484915,1,4,3,7,2,1,1,6
28540.117470771358,3,3,2,1,2,1,2,7
1795.4070545950965,1,3,3,4,2,1,1,1
1534.3010067522025,6,6,2,4,2,1,1,5
1742.1239690125894,4,6,4,8,2,1,2,3
11838.472989450729,5,5,2,1,2,1,2,6
1149.7542605189371,4,3,2,2,2,1,2,1
4667.672398195482,6,6,2,4,2,1,2,4
5594.817112909166,6,6,4,3,2,1,3,6
10743.0746978859,6,6,1,5,2,1,1,2
5666.270759080367,5,6,2,8,2,1,2,3
4007.903090189445,2,6,1,2,2,1,2,3
358.13821086735226,6,6,2,4,2,1,1,2
10150.710744167034,4,1,4,8,2,1,1,2
6787.866882073875,1,3,1,2,2,1,2,1
29595.39436292737,2,2,1,3,2,1,2,1
3051.036691410115,5,5,3,1,2,5,2,99
56612.75977730597,5,6,1,1,2,2,1,5
8483.663545470577,4,3,1,2,2,2,2,3
3516.1155838797786,6,6,3,5,2,1,2,3
3847.3029601048506,5,6,3,4,2,1,1,2
8426.149039442564,3,2,2,4,2,2,1,4
3161.3035962445056,2,3,3,5,2,1,1,6
17319.99961970049,5,6,2,1,1,1,1,5
1728.113403301941,6,6,3,4,1,1,2,4
4953.145600168917,5,6,2,5,2,1,1,5
25371.067369396078,2,5,1,4,2,1,1,1
11891.37599414939,5,6,2,2,2,1,2,7
1717.0190128901581,5,6,4,5,1,1,2,4
12770.493756397535,4,6,1,4,2,1,2,6
11924.831004885948,5,4,1,3,2,1,2,5
12691.240385212232,2,5,2,5,2,1,1,3
16506.162784293974,6,6,2,1,2,2,1,5
5928.482426290415,4,3,2,4,2,2,2,4
1100.4188939755697,6,6,2,6,2,1,2,4
3816.2922789814957,6,6,2,5,2,1,2,4
5738.777899722366,2,3,2,7,2,1,1,2
14064.553021910917,4,5,1,1,2,1,1,3
3268.789516783912,5,6,3,6,1,1,1,3
4166.035784914542,3,6,2,3,2,1,1,1
12359.015157427155,4,5,1,99,2,1,99,6
594.4720197533056,3,6,2,5,2,1,2,1
17393.65585558733,4,1,1,4,2,1,1,3
7681.813284147676,6,6,1,1,1,4,2,6
3963.4661825531184,5,6,3,5,2,1,2,5
4990.044292210508,5,5,3,8,1,1,1,3
6336.405900014131,4,5,1,2,2,1,2,6
7733.712379840404,5,5,3,8,2,1,2,5
3525.5357983103654,5,6,4,7,2,1,2,4
2462.641982360061,3,3,3,8,2,1,1,2
4778.686173224176,3,3,4,8,1,1,2,4
2167.2250449101703,1,4,4,3,2,2,1,3
9233.921947578667,4,5,1,6,2,1,2,1
10292.367745713287,5,6,3,8,2,9,1,4
8094.954789393567,3,5,1,1,2,2,2,2
899.3695029460533,6,5,2,2,2,1,1,1
2343.766905791945,5,6,3,4,2,1,2,6
2399.4560685961756,6,6,4,8,2,1,1,1
6593.931709756299,4,5,3,7,1,5,2,6
6381.434565874238,3,2,2,4,2,1,2,4
19268.529614116225,4,5,2,4,2,3,1,5
3273.6740978291364,6,6,2,2,2,9,2,5
5597.262952860801,6,6,4,8,2,1,1,4
21920.949705462226,3,2,2,3,2,4,1,6
15650.445037993144,2,4,1,1,2,2,2,3
37458.085163245,2,5,1,2,2,1,2,7
3718.7165804470305,2,3,4,8,2,1,2,2
5753.52232661153,5,2,2,3,2,1,1,1
9078.050240433182,6,6,2,2,1,2,2,6
13150.70506024053,6,6,2,1,2,1,1,6
1489.0832949022422,6,6,2,2,2,1,1,1
4343.046590331779,1,2,2,1,1,5,2,2
51808.02006179729,5,5,2,1,1,4,1,6
18541.177169057224,5,5,1,1,2,1,2,6
8413.187941921247,2,4,4,8,2,1,1,4
2264.794376220271,5,6,3,99,2,9,1,2
2416.902956134637,2,4,4,5,2,1,2,1
20922.276777161085,5,5,1,3,2,1,1,3
4384.22148395045,99,4,1,2,2,4,2,1
3143.7239477129747,5,6,3,2,2,3,1,5
5509.984814144776,4,3,1,99,2,1,1,99
550.5773632180427,5,6,4,6,2,1,1,2
17016.384747489752,6,6,1,2,2,4,1,6
15571.589517401691,6,6,2,8,2,1,2,7
3152.8583251110613,1,1,2,1,2,1,2,1
4571.32189670508,3,3,2,6,2,2,2,2
6512.381136255657,6,6,1,5,2,1,2,5
2162.9714670155663,6,6,2,2,1,5,2,6
10545.471814516883,2,5,3,4,2,1,1,6
4070.3732484125494,5,4,2,2,1,1,2,1
4278.632701064049,6,6,4,5,2,1,2,5
61491.6327415816,5,1,1,5,2,3,1,7
3987.8418364478757,6,6,3,3,2,3,2,6
2818.4744000540886,3,4,4,4,2,1,2,2
2921.2643503169497,5,5,2,3,2,2,2,6
3845.8180393469574,5,6,4,8,2,1,1,2
1954.0415056488205,6,6,4,8,2,1,1,2
5197.9282411757595,6,6,4,8,2,1,2,5
5174.088178120402,5,3,2,6,2,2,1,2
363.2749422697209,4,5,1,4,2,1,2,1
668.1957582468001,4,4,2,3,2,1,2,99
15448.522057811122,2,4,1,7,2,1,2,5
2533.9627722609785,2,3,4,6,2,1,1,1
4838.179511413108,1,4,4,8,2,1,1,6
7986.814959540685,6,6,2,4,2,1,2,3
9954.402555393224,1,1,1,1,2,2,2,2
6684.833205928792,2,2,3,3,2,1,1,1
11360.418094753542,5,6,3,8,2,1,1,5
3670.0868297686075,5,6,4,99,2,1,99,99
15999.057022848097,2,3,1,1,2,1,2,2
14341.210007828273,5,6,2,6,2,3,2,5
4731.210765173078,2,2,2,4,2,1,2,2
7896.338273789214,6,6,3,4,2,1,1,2
971.2391946671509,5,5,4,4,2,1,1,2
7412.277578981273,2,5,2,5,2,1,1,5
5378.101102051965,5,6,4,8,2,1,2,4
10656.563975748848,2,1,2,2,2,2,2,4
9581.459255433989,3,5,4,1,1,5,2,4
2293.1468256720727,5,6,4,7,2,4,1,3
6628.897423920177,2,3,2,2,2,2,2,2
9233.921947578667,1,1,1,99,2,9,2,1
2605.1590335342357,2,1,3,8,2,1,2,1
6644.160863343876,6,6,4,8,2,1,1,5
644.6305869159664,4,3,3,8,2,1,1,2
1527.9743123627554,5,4,2,4,2,4,2,2
1307.2653916224745,6,6,4,7,2,1,1,5
4094.688457363478,6,6,2,3,2,1,2,5
11247.683011151226,1,1,2,1,1,1,1,7
8522.797182001706,5,4,1,1,2,1,2,3
4359.798471142532,6,6,4,3,2,1,2,1
1831.387675895592,4,1,3,2,2,2,2,3
6936.641657828737,3,4,3,6,2,1,2,6
1488.338973123957,6,6,2,2,2,1,1,3
2257.0029040144486,6,6,4,8,2,1,1,2
4226.044713443098,5,5,4,4,2,3,2,2
583.8883320640617,5,6,3,8,2,2,1,99
17112.52493969962,5,6,3,6,1,1,2,6
3522.518993847356,2,6,3,7,2,1,1,4
3382.9228102022494,5,5,3,2,2,9,2,4
4663.098911421576,4,5,3,5,2,1,1,5
3376.32614190462,3,2,1,2,2,1,2,1
1325.4715086317024,3,6,3,6,2,1,1,5
4085.097919728433,6,6,4,5,2,1,1,6
7505.587450055551,5,3,2,3,2,2,2,5
10367.897716052097,1,1,2,8,2,3,1,3
11662.981169507559,2,1,1,4,2,1,2,1
10072.99525112323,6,6,1,1,2,1,1,2
13105.133341751838,5,6,2,5,2,1,2,3
2540.931667537294,4,5,3,5,2,1,1,2
5181.794173814046,5,6,3,8,2,1,1,6
2888.3275841041946,4,6,4,8,2,1,1,1
10210.146568784172,3,3,1,4,2,1,1,1
1220.302492280239,5,6,4,5,2,1,1,1
4008.6781970832617,2,1,1,1,2,1,2,2
11852.22151806946,2,6,3,8,2,3,1,5
12380.395395179003,4,6,1,1,1,4,2,2
9651.868554989382,4,6,3,8,2,1,2,7
4835.881234283239,4,1,2,1,2,2,2,1
9711.03396886243,3,3,4,8,2,1,2,6
1449.964536049199,4,6,4,4,2,3,1,1
4116.229968207896,2,5,3,8,2,1,2,4
5351.0068421265405,4,4,1,3,2,2,2,7
12179.292529211174,2,1,1,4,2,1,2,5
12359.231177545205,2,5,3,8,1,1,99,5
8920.810404101641,6,6,1,6,2,1,1,3
22945.79993381459,5,5,2,6,2,1,1,5
3257.2193481120357,2,5,1,7,2,1,2,3
8395.716676812017,6,6,3,7,2,1,1,5
11323.564500308978,4,5,1,1,2,1,1,2
9316.823171814158,2,6,4,8,2,1,1,4
4838.137226685112,2,5,3,5,2,1,2,6
9712.664208850318,6,6,4,8,1,9,2,4
3836.1901445722287,6,6,3,6,2,1,2,6
2803.2575430480592,5,6,4,5,2,1,2,2
5019.895752505758,6,6,2,4,2,1,1,2
1292.9758050958933,6,6,4,1,99,1,1,1
7275.295886548775,5,5,3,6,2,1,1,5
1101.7755883612447,5,6,2,99,2,1,2,3
2838.0837135677307,2,6,3,8,2,3,2,4
6290.551508793831,6,6,4,7,2,1,1,4
511.29930906257295,4,4,2,1,2,5,2,4
6146.676938948151,1,6,4,6,2,1,1,3
1710.3018182370574,5,6,3,6,2,1,2,2
1929.6090655640355,6,6,3,8,2,1,1,3
8376.047264488758,6,6,4,5,2,1,2,5
2239.4449778104577,6,6,3,6,1,4,99,2
5674.1925961250445,6,6,4,6,2,1,2,6
4549.723563010311,6,6,1,2,2,1,1,2
7585.259897180539,5,6,3,7,2,1,2,4
8510.967274081915,1,5,3,3,2,1,2,6
1389.2308752173544,6,6,3,5,2,4,1,2
3844.8109898756093,6,6,2,6,2,1,2,3
3563.496879698194,5,4,2,4,2,1,2,4
3276.181224509553,5,6,3,5,2,1,2,3
2545.2012281058087,2,5,3,6,2,1,2,5
1936.9036751534509,3,2,4,4,2,2,1,2
2176.8964044023605,3,1,3,4,2,1,2,5
6567.612361327359,2,2,3,5,2,1,2,1
7389.99240063218,1,1,1,1,2,1,2,3
1973.9900742880548,4,6,2,6,2,1,2,2
3474.4392154079114,99,99,3,5,2,1,2,2
2869.9541148952967,4,5,4,99,99,9,99,3
4054.2868422581687,3,2,3,4,2,1,2,1
5801.002718385088,4,6,2,6,2,1,1,2
3752.127658775828,1,5,2,99,2,2,2,3
30648.50110238124,3,2,2,7,2,2,1,4
11480.288283761327,3,6,2,99,1,1,2,7
3627.8763373098004,2,5,3,4,2,1,2,1
10706.881443036322,6,6,2,1,2,2,2,4
3672.9855932435053,3,6,2,2,2,1,2,2
1303.812280871923,5,6,4,5,2,1,2,5
2344.477618258965,5,5,3,8,2,3,2,3
3920.6693765320956,6,6,3,1,2,3,1,6
3422.266159351569,6,6,1,2,2,1,2,4
6607.424665741336,6,6,3,6,2,1,2,5
7470.431117224196,4,4,1,2,2,2,2,3
29298.240907356423,2,4,3,1,2,3,1,6
7011.344091637403,3,3,3,8,2,1,2,1
6237.002116038139,5,6,4,8,2,1,1,5
3085.7215708566214,6,6,3,8,2,1,1,2
11245.271848822937,2,1,3,1,2,3,2,1
41705.64610243513,4,6,1,1,2,1,1,7
4266.966142027709,5,5,4,3,2,2,1,2
5669.660456484032,5,5,3,1,2,2,1,3
